id,valeur_NO2,valeur_CO,valeur_O3,valeur_PM10,valeur_PM25
2023-10-27 12,15.3,0.177,55.9,20.3,9.2
2023-10-27 13,18.5,0.187,51.0,19.6,8.7
2023-10-27 14,18.3,0.179,51.0,21.1,8.8
2023-10-27 15,23.3,0.204,45.2,18.0,8.5
2023-10-27 16,24.5,0.227,46.2,9.3,6.4
2023-10-27 17,23.0,0.212,51.7,7.4,5.5
2023-10-27 18,24.3,0.232,48.7,8.9,7.0
2023-10-27 19,17.8,0.194,56.0,6.5,5.0
2023-10-27 20,14.8,0.18,59.9,7.6,5.2
2023-10-27 21,14.0,0.179,55.1,9.3,5.8
2023-10-27 22,11.6,0.166,53.6,10.5,5.9
2023-10-27 23,8.3,0.155,57.0,12.2,6.5
2023-10-28 00,7.0,0.147,58.4,11.2,6.2
2023-10-28 01,6.6,0.141,58.4,8.6,5.1
2023-10-28 02,6.0,0.136,59.0,7.8,4.5
2023-10-28 03,7.1,0.137,58.1,7.0,4.2
2023-10-28 04,7.3,0.136,59.6,7.7,4.3
2023-10-28 05,10.4,0.161,57.4,10.0,5.6
2023-10-28 06,11.6,0.159,55.9,9.7,5.6
2023-10-28 07,11.3,0.157,56.2,8.9,4.8
2023-10-28 08,13.2,0.173,52.7,14.6,10.1
2023-10-28 09,14.3,0.188,53.6,8.7,5.7
2023-10-28 10,13.4,0.174,56.5,8.6,4.8
2023-10-28 11,14.4,0.174,56.7,10.9,6.6
2023-10-28 12,15.3,0.177,54.8,11.5,6.1
2023-10-28 13,17.9,0.196,49.3,11.3,6.3
2023-10-28 14,20.5,0.208,43.4,7.7,4.9
2023-10-28 15,26.2,0.252,34.7,9.9,6.5
2023-10-28 16,23.9,0.227,34.2,9.2,6.9
2023-10-28 17,23.9,0.231,34.9,10.9,8.3
2023-10-28 18,23.8,0.213,34.2,9.8,7.4
2023-10-28 19,19.3,0.196,36.2,10.0,6.7
2023-10-28 20,12.7,0.167,43.8,8.0,4.7
2023-10-28 21,8.9,0.149,50.2,6.1,3.6
2023-10-28 22,7.2,0.134,59.2,4.5,2.7
2023-10-28 23,9.1,0.139,61.8,4.2,2.0
2023-10-29 00,7.9,0.137,58.7,3.8,1.9
2023-10-29 01,5.2,0.125,60.6753203188055,5.6,2.8
2023-10-29 02,4.9,0.125,62.9,9.3,4.1
2023-10-29 03,5.0,0.127,65.3,11.8,5.1
2023-10-29 04,6.2,0.132,63.3,14.2,6.4
2023-10-29 05,9.9,0.151,54.6,15.2,6.8
2023-10-29 06,13.7,0.149,47.1,11.5,5.6
2023-10-29 07,14.3,0.181,45.8,11.5,5.6
2023-10-29 08,14.5,0.214,46.1,9.0,4.4
2023-10-29 09,12.3,0.17,53.2,4.9,2.9
2023-10-29 10,10.0,0.152,61.0,4.5,2.5
2023-10-29 11,8.3,0.145,65.6,5.8,3.4
2023-10-29 12,7.5,0.145,69.1,9.1,4.3
2023-10-29 13,7.9,0.147,70.6,10.5,4.7
2023-10-29 14,12.3,0.163,64.8,10.8,5.2
2023-10-29 15,11.5,0.159,66.1,10.1,5.0
2023-10-29 16,18.8,0.191,57.2,13.2,6.2
2023-10-29 17,20.6,0.207,55.6,15.8,7.9
2023-10-29 18,31.5,0.256,36.3,20.4,13.5
2023-10-29 19,28.9,0.261,32.2,22.0,15.9
2023-10-29 20,26.7,0.245,28.9,18.1,12.3
2023-10-29 21,24.4,0.222,28.5,15.3,9.5
2023-10-29 22,18.1,0.191,35.4,13.6,7.8
2023-10-29 23,11.1,0.162,44.5,11.6,6.0
2023-10-30 00,9.2,0.154,46.5,11.0,5.6
2023-10-30 01,9.6,0.164,45.1,12.0,5.7
2023-10-30 02,10.5,0.169,42.6,12.6,5.5
2023-10-30 03,13.5,0.167,35.9,11.4,5.3
2023-10-30 04,12.4,0.151,35.1,11.0,5.2
2023-10-30 05,32.5,0.18,15.4,9.9,4.9
2023-10-30 06,41.3,0.197,6.8,8.9,4.5
2023-10-30 07,43.3,0.22,6.0,6.8,3.9
2023-10-30 08,46.6,0.242,10.2,7.5,4.5
2023-10-30 09,47.7,0.268,16.8,9.0,4.3
2023-10-30 10,50.2,0.266,13.0,12.8,5.9
2023-10-30 11,52.5,0.305,6.2,14.1,8.6
2023-10-30 12,39.2,0.253,15.1,16.1,11.9
2023-10-30 13,35.3,0.238,30.5,11.1,5.9
2023-10-30 14,25.1,0.205,46.7,8.4,3.3
2023-10-30 15,30.0,0.212,36.0,8.0,3.3
2023-10-30 16,31.5,0.222,33.3,6.0,3.1
2023-10-30 17,33.9,0.251,30.7,8.1,5.5
2023-10-30 18,47.3,0.319,14.4,14.8,10.7
2023-10-30 19,40.4,0.289,19.6,15.8,11.3
2023-10-30 20,21.1,0.212,38.4,7.8,4.6
2023-10-30 21,16.7,0.192,41.1,7.8,4.2
2023-10-30 22,12.1,0.175,47.1,6.6,3.5
2023-10-30 23,12.6,0.168,50.5,7.2,3.3
2023-10-31 00,13.3,0.17,49.0,8.5,3.6
2023-10-31 01,15.4,0.183,40.3,8.1,3.8
2023-10-31 02,15.5,0.176,36.1,9.0,4.5
2023-10-31 03,15.6,0.168,35.6,12.0,5.7
2023-10-31 04,8.3,0.153,45.1,9.3,5.5
2023-10-31 05,15.5,0.16,39.0,9.4,6.0
2023-10-31 06,25.0,0.178,30.9,10.3,5.9
2023-10-31 07,24.4,0.183,37.9,8.7,4.2
2023-10-31 08,21.6,0.191,40.7,11.2,4.7
2023-10-31 09,21.8,0.181,41.2,13.5,5.0
2023-10-31 10,18.6,0.182,45.5,11.9,4.8
2023-10-31 11,15.1,0.173,50.4,11.4,5.1
2023-10-31 12,14.1,0.175,51.3,14.9,6.2
2023-10-31 13,12.3,0.167,54.0,17.2,6.3
2023-10-31 14,16.2,0.181,47.1,16.3,6.3
2023-10-31 15,24.1,0.206,39.0,16.6,7.0
2023-10-31 16,24.2,0.204,40.1,14.5,7.2
2023-10-31 17,36.5,0.263,23.1,16.4,8.5
2023-10-31 18,32.8,0.263,26.1,19.7,13.6
2023-10-31 19,28.2,0.241,30.4,17.3,12.9
2023-10-31 20,21.9,0.211,37.6,14.5,9.8
2023-10-31 21,17.6,0.194,37.9,15.4,10.4
2023-10-31 22,13.8,0.174,42.2,14.1,8.8
2023-10-31 23,9.5,0.162,49.5,15.9,9.2
2023-11-01 00,8.1,0.151,52.6,13.7,7.0
2023-11-01 01,7.4,0.147,52.3,13.3,6.8
2023-11-01 02,6.4,0.139,52.5,12.8,6.4
2023-11-01 03,7.1,0.148,48.2,13.2,6.3
2023-11-01 04,8.8,0.152,42.8,11.9,5.7
2023-11-01 05,11.4,0.162,37.5,11.6,5.6
2023-11-01 06,13.5,0.17,34.2,10.7,5.1
2023-11-01 07,16.2,0.174,30.3,10.9,5.4
2023-11-01 08,15.3,0.207,33.2,12.4,5.6
2023-11-01 09,13.9,0.185,35.3,14.3,8.5
2023-11-01 10,12.1,0.201,41.1,11.0,7.1
2023-11-01 11,13.2,0.177,45.1,9.1,6.4
2023-11-01 12,13.5,0.176,49.2,11.3,7.1
2023-11-01 13,12.4,0.176,51.7,15.1,9.5
2023-11-01 14,11.9,0.172,54.3,11.0,7.1
2023-11-01 15,13.2,0.172,57.9,9.1,6.3
2023-11-01 16,16.5,0.186,56.3,8.8,5.5
2023-11-01 17,18.9,0.229,49.5,11.3,8.2
2023-11-01 18,20.4,0.22,46.6,12.5,8.9
2023-11-01 19,18.5,0.213,43.7,12.9,9.5
2023-11-01 20,17.1,0.195,43.7,11.5,7.2
2023-11-01 21,11.8,0.169,49.9,12.7,6.5
2023-11-01 22,8.0,0.156,53.4,13.6,7.6
2023-11-01 23,6.1,0.151,52.7,11.4,6.4
2023-11-02 00,4.8,0.138,53.6,7.6,4.8
2023-11-02 01,3.6,0.132,57.1,5.8,3.2
2023-11-02 02,4.1,0.129,59.0,5.7,2.4
2023-11-02 03,3.5,0.12,72.7,5.9,2.3
2023-11-02 04,4.0,0.119,79.0,9.3,4.5
2023-11-02 05,6.5,0.131,71.5,11.0,5.7
2023-11-02 06,9.1,0.14,66.5,15.2,7.5
2023-11-02 07,9.9,0.157,64.5,14.2,7.0
2023-11-02 08,10.0,0.153,66.0,16.3,6.9
2023-11-02 09,9.9,0.155,68.6,14.1,6.3
2023-11-02 10,9.1,0.162,69.7,14.6,5.9
2023-11-02 11,7.6,0.153,72.2,14.2,6.4
2023-11-02 12,7.7,0.175,74.7,16.4,6.2
2023-11-02 13,8.4,0.156,73.8,15.5,5.8
2023-11-02 14,10.1,0.156,71.4,14.3,5.5
2023-11-02 15,13.1,0.161,68.6,13.6,5.1
2023-11-02 16,18.6,0.186,60.9,11.3,5.0
2023-11-02 17,16.2,0.184,64.8,7.4,4.1
2023-11-02 18,14.9,0.188,64.4,7.8,4.6
2023-11-02 19,13.9,0.19,63.7,8.7,5.3
2023-11-02 20,15.5,0.191,58.2,10.9,7.3
2023-11-02 21,12.6,0.181,58.1,10.6,6.8
2023-11-02 22,10.7,0.179,59.0,10.0,7.0
2023-11-02 23,7.8,0.166,60.1,6.9,4.1
2023-11-03 00,7.9,0.16,58.9,6.5,4.2
2023-11-03 01,7.4,0.153,59.4,4.8,2.6
2023-11-03 02,7.6,0.153,58.3,5.3,2.8
2023-11-03 03,8.7,0.158,55.9,8.0,3.6
2023-11-03 04,11.8,0.167,51.2,10.8,6.2
2023-11-03 05,18.8,0.182,43.0,9.3,4.2
2023-11-03 06,27.0,0.188,33.8,9.6,4.2
2023-11-03 07,30.1,0.246,30.1,12.3,5.1
2023-11-03 08,21.5,0.212,39.2,10.8,4.9
2023-11-03 09,16.7,0.206,45.9,11.1,4.9
2023-11-03 10,15.4,0.19,49.5,8.4,3.9
2023-11-03 11,15.2,0.195,51.8,9.7,5.3
2023-11-03 12,15.5,0.197,52.9,10.1,6.6
2023-11-03 13,16.9,0.198,50.9,12.4,6.9
2023-11-03 14,22.9,0.204,44.7,9.7,4.5
2023-11-03 15,23.6,0.213,43.2,9.0,4.0
2023-11-03 16,27.2,0.25,36.5,5.7,3.9
2023-11-03 17,36.1,0.276,25.9,7.5,5.7
2023-11-03 18,46.5,0.32,12.4,13.5,10.9
2023-11-03 19,43.0,0.327,13.6,16.8,14.5
2023-11-03 20,29.4,0.269,26.2,13.9,11.3
2023-11-03 21,23.7,0.237,32.0,9.9,7.7
2023-11-03 22,17.3,0.21,37.7,8.4,5.8
2023-11-03 23,12.9,0.194,40.1,8.2,5.1
2023-11-04 00,13.3,0.192,37.4,9.7,5.9
2023-11-04 01,11.7,0.188,38.2,9.8,6.1
2023-11-04 02,10.2,0.174,38.8,10.8,6.2
2023-11-04 03,11.4,0.172,39.3,10.2,6.0
2023-11-04 04,12.8,0.167,40.2,12.0,6.6
2023-11-04 05,11.8,0.165,42.8,12.0,6.0
2023-11-04 06,12.8,0.164,46.1,7.1,4.4
2023-11-04 07,11.6,0.154,49.1,5.7,3.6
2023-11-04 08,11.4,0.172,51.6,4.6,2.4
2023-11-04 09,15.0,0.181,48.4,5.4,2.7
2023-11-04 10,13.7,0.195,49.7,6.7,4.6
2023-11-04 11,12.6,0.167,60.9,11.9,6.9
2023-11-04 12,10.3,0.164,73.1,21.0,11.6
2023-11-04 13,10.4,0.168,72.9,13.9,8.8
2023-11-04 14,14.5,0.182,66.8,13.6,8.8
2023-11-04 15,14.3,0.189,68.9,8.6,5.3
2023-11-04 16,18.3,0.203,61.2,14.3,7.7
2023-11-04 17,20.5,0.219,57.7,14.5,9.0
2023-11-04 18,14.3,0.206,63.6,14.9,10.1
2023-11-04 19,17.8,0.204,57.2,16.9,11.9
2023-11-04 20,17.7,0.199,53.5,13.8,10.7
2023-11-04 21,13.2,0.189,56.5,11.7,9.1
2023-11-04 22,10.7,0.169,59.7,9.3,6.8
2023-11-04 23,7.7,0.148,66.7,7.6,5.1
2023-11-05 00,8.4,0.149,66.5,7.1,4.7
2023-11-05 01,6.5,0.139,69.5,6.1,4.1
2023-11-05 02,5.3,0.136,78.1,4.7,2.9
2023-11-05 03,5.6,0.137,74.2,5.2,2.8
2023-11-05 04,5.6,0.138,72.4,5.1,2.8
2023-11-05 05,5.8,0.14,70.8,3.6,2.1
2023-11-05 06,7.0,0.143,66.1,4.3,2.0
2023-11-05 07,7.8,0.149,59.0,3.2,1.7
2023-11-05 08,7.7,0.157,54.4,4.4,2.2
2023-11-05 09,7.7,0.163,53.1,4.2,2.5
2023-11-05 10,8.1,0.168,53.4,5.5,3.1
2023-11-05 11,7.6,0.154,61.7,7.6,3.4
2023-11-05 12,9.0,0.155,59.2,7.0,3.6
2023-11-05 13,9.1,0.159,59.0,10.0,5.3
2023-11-05 14,13.9,0.181,52.6,6.5,4.0
2023-11-05 15,10.4,0.168,60.6,5.5,2.8
2023-11-05 16,17.3,0.189,52.5,5.8,3.4
2023-11-05 17,23.3,0.219,43.2,8.7,5.3
2023-11-05 18,19.6,0.214,45.9,10.1,6.2
2023-11-05 19,18.3,0.204,47.2,7.2,5.4
2023-11-05 20,14.6,0.189,53.0,5.5,3.8
2023-11-05 21,11.0,0.172,54.2,4.9,3.1
2023-11-05 22,9.5,0.167,52.7,6.0,3.6
2023-11-05 23,8.9,0.161,52.6,9.7,4.9
2023-11-06 00,7.7,0.162,53.7,11.4,5.8
2023-11-06 01,7.7,0.157,52.7,13.0,6.4
2023-11-06 02,8.0,0.164,49.0,13.1,6.7
2023-11-06 03,7.9,0.16,46.5,13.1,6.7
2023-11-06 04,9.2,0.16,45.1,13.1,6.5
2023-11-06 05,14.7,0.169,39.9,11.5,5.8
2023-11-06 06,23.0,0.182,35.4,9.2,4.9
2023-11-06 07,26.6,0.217,34.8,8.5,4.3
2023-11-06 08,20.6,0.194,44.8,8.5,3.5
2023-11-06 09,15.4,0.183,53.6,9.3,3.5
2023-11-06 10,16.1,0.167,56.2,13.0,4.7
2023-11-06 11,12.9,0.166,61.3,12.8,5.4
2023-11-06 12,11.7,0.162,65.6,14.3,5.9
2023-11-06 13,11.3,0.158,66.1,12.5,5.1
2023-11-06 14,11.9,0.158,67.1,12.2,4.6
2023-11-06 15,16.0,0.162,62.5,10.5,4.5
2023-11-06 16,24.3,0.193,53.1,7.6,4.0
2023-11-06 17,28.0,0.226,48.8,6.9,4.3
2023-11-06 18,26.2,0.234,50.5,8.6,6.4
2023-11-06 19,24.9,0.229,49.7,9.7,7.2
2023-11-06 20,23.0,0.214,48.3,9.2,7.0
2023-11-06 21,18.2,0.197,48.1,6.9,5.0
2023-11-06 22,14.3,0.187,47.5,7.2,4.7
2023-11-06 23,12.9,0.171,48.3,5.6,3.9
2023-11-07 00,10.2,0.163,47.6,5.4,3.6
2023-11-07 01,10.5,0.159,49.3,4.9,3.1
2023-11-07 02,9.0,0.156,50.6,5.4,2.9
2023-11-07 03,7.4,0.153,53.7,5.2,3.1
2023-11-07 04,9.1,0.155,51.9,5.9,3.6
2023-11-07 05,14.9,0.165,46.2,7.0,4.4
2023-11-07 06,21.9,0.179,39.4,8.6,4.7
2023-11-07 07,27.6,0.216,33.8,9.1,5.1
2023-11-07 08,28.6,0.28,33.8,13.4,6.1
2023-11-07 09,20.1,0.242,44.0,15.4,7.0
2023-11-07 10,17.5,0.312,51.1,15.5,7.0
2023-11-07 11,15.3,0.3,54.8,16.7,7.9
2023-11-07 12,14.3,0.216,57.8,16.3,8.7
2023-11-07 13,14.8,0.17,63.5,15.0,6.5
2023-11-07 14,15.7,0.168,64.4,13.5,4.9
2023-11-07 15,20.1,0.175,60.6,13.5,5.0
2023-11-07 16,28.1,0.206,52.1,11.4,4.9
2023-11-07 17,31.8,0.252,46.9,12.0,6.3
2023-11-07 18,29.9,0.257,47.7,12.6,7.0
2023-11-07 19,27.0,0.25,47.2,12.5,8.1
2023-11-07 20,20.9,0.218,47.3,12.4,8.0
2023-11-07 21,18.2,0.206,47.4,10.7,7.0
2023-11-07 22,15.5,0.196,48.3,8.8,5.9
2023-11-07 23,13.4,0.177,49.2,7.2,4.7
2023-11-08 00,12.1,0.168,48.0,8.5,5.6
2023-11-08 01,12.7,0.184,45.8,9.4,6.6
2023-11-08 02,10.0,0.166,48.7,9.4,6.3
2023-11-08 03,8.9,0.159,54.5,8.9,5.9
2023-11-08 04,9.7,0.153,56.5,8.7,5.5
2023-11-08 05,16.6,0.153,50.4,9.6,6.0
2023-11-08 06,33.7,0.184,30.3,13.3,8.1
2023-11-08 07,27.8,0.292,34.7,13.0,7.0
2023-11-08 08,27.1,0.392,34.3,13.7,7.0
2023-11-08 09,28.5,0.252,31.8,17.2,10.5
2023-11-08 10,23.7,0.219,42.6,14.9,7.5
2023-11-08 11,19.8,0.191,49.2,16.0,8.5
2023-11-08 12,17.5,0.184,52.0,15.0,7.5
2023-11-08 13,18.3,0.188,52.8,20.5,8.1
2023-11-08 14,21.8,0.192,49.1,13.8,5.9
2023-11-08 15,24.4,0.214,45.0,14.5,6.0
2023-11-08 16,25.1,0.219,44.6,9.3,5.4
2023-11-08 17,22.4,0.206,48.3,9.3,5.9
2023-11-08 18,16.3,0.194,55.3,10.4,7.5
2023-11-08 19,14.8,0.187,55.2,9.6,6.1
2023-11-08 20,12.1,0.178,54.9,7.8,5.5
2023-11-08 21,11.7,0.169,53.6,7.4,4.9
2023-11-08 22,10.5,0.165,51.7,7.2,4.8
2023-11-08 23,8.0,0.161,54.1,6.6,4.2
2023-11-09 00,6.8,0.155,54.0,4.2,2.7
2023-11-09 01,6.7,0.152,52.4,2.4,1.8
2023-11-09 02,7.3,0.151,52.8,2.0,1.4
2023-11-09 03,7.3,0.147,69.8,8.0,4.4
2023-11-09 04,8.9,0.148,70.3,9.6,5.4
2023-11-09 05,17.5,0.169,56.9,11.4,6.1
2023-11-09 06,29.3,0.218,39.3,20.4,13.6
2023-11-09 07,28.4,0.209,40.7,13.7,7.2
2023-11-09 08,27.7,0.222,42.5,17.6,7.5
2023-11-09 09,22.4,0.211,47.4,19.4,8.7
2023-11-09 10,22.6,0.22,46.0,24.2,10.5
2023-11-09 11,18.7,0.205,52.3,18.6,10.2
2023-11-09 12,18.9,0.2,53.7,14.4,9.3
2023-11-09 13,21.4,0.199,49.0,16.2,9.4
2023-11-09 14,20.9,0.188,51.1,13.9,7.0
2023-11-09 15,19.3,0.181,55.0,7.3,2.5
2023-11-09 16,30.2,0.215,42.7,4.8,2.8
2023-11-09 17,30.3,0.245,42.9,5.1,3.6
2023-11-09 18,30.8,0.256,40.1,8.1,6.2
2023-11-09 19,26.3,0.243,44.2,14.2,9.6
2023-11-09 20,25.1,0.228,44.3,15.9,11.2
2023-11-09 21,16.6,0.201,54.2,11.6,7.5
2023-11-09 22,15.2,0.195,54.7,9.5,6.1
2023-11-09 23,11.6,0.171,56.1,9.9,5.8
2023-11-10 00,10.5,0.164,55.9,9.3,5.1
2023-11-10 01,8.9,0.16,55.8,7.4,4.3
2023-11-10 02,10.0,0.158,53.9,7.8,4.4
2023-11-10 03,10.0,0.156,53.4,7.8,4.3
2023-11-10 04,11.2,0.163,52.0,9.9,4.6
2023-11-10 05,14.3,0.17,48.5,9.9,4.8
2023-11-10 06,22.9,0.18,41.7,11.3,5.2
2023-11-10 07,23.7,0.327,41.3,13.8,6.1
2023-11-10 08,20.8,0.312,44.1,18.0,7.4
2023-11-10 09,21.4,0.401,44.0,23.6,10.0
2023-11-10 10,20.4,0.32,44.9,23.2,11.7
2023-11-10 11,15.0,0.225,52.5,19.7,9.1
2023-11-10 12,16.7,0.196,52.1,21.4,10.0
2023-11-10 13,18.9,0.198,49.0,19.3,10.2
2023-11-10 14,17.9,0.188,50.1,11.5,6.6
2023-11-10 15,17.7,0.184,53.0,10.7,6.2
2023-11-10 16,19.8,0.182,51.8,8.2,5.5
2023-11-10 17,20.8,0.192,49.5,5.5,3.5
2023-11-10 18,21.2,0.207,47.5,6.0,4.1
2023-11-10 19,30.1,0.221,36.0,9.2,5.9
2023-11-10 20,23.6,0.209,41.4,9.5,6.2
2023-11-10 21,25.7,0.213,37.2,10.1,6.6
2023-11-10 22,21.1,0.232,40.6,9.3,6.0
2023-11-10 23,20.2,0.226,39.1,9.5,5.4
2023-11-11 00,19.9,0.22,37.5,8.0,5.0
2023-11-11 01,18.3,0.211,38.7,6.8,4.4
2023-11-11 02,17.7,0.213,35.6,6.2,4.1
2023-11-11 03,17.6,0.198,36.9,5.8,3.8
2023-11-11 04,13.4,0.181,39.6,5.5,3.5
2023-11-11 05,14.1,0.184,38.5,6.8,3.8
2023-11-11 06,17.9,0.194,33.5,8.4,4.1
2023-11-11 07,20.1,0.204,34.3,8.7,4.3
2023-11-11 08,19.2,0.208,37.8,7.5,4.2
2023-11-11 09,19.2,0.212,38.5,8.4,4.5
2023-11-11 10,18.1,0.22,41.5,7.6,4.3
2023-11-11 11,14.2,0.197,47.4,8.7,4.6
2023-11-11 12,13.5,0.193,49.0,9.1,5.5
2023-11-11 13,18.4,0.209,43.9,13.0,7.4
2023-11-11 14,19.2,0.21,46.3,12.6,6.8
2023-11-11 15,26.4,0.246,38.0,10.4,6.2
2023-11-11 16,30.3,0.25,31.5,11.1,7.1
2023-11-11 17,49.5,0.38,12.7,20.8,14.3
2023-11-11 18,48.0,0.408,12.6,30.5,21.0
2023-11-11 19,49.2,0.409,11.1,38.0,26.9
2023-11-11 20,58.3,0.458,1.7,28.6,22.2
2023-11-11 21,51.6,0.521,0.9,33.4,27.2
2023-11-11 22,32.5,0.349,7.4,25.8,20.4
2023-11-11 23,32.9,0.272,8.9,17.9,13.4
2023-11-12 00,35.6,0.284,7.6,17.7,13.0
2023-11-12 01,21.5,0.235,21.8,13.7,9.9
2023-11-12 02,17.3,0.209,37.2,9.1,6.6
2023-11-12 03,10.5,0.179,43.1,6.4,4.8
2023-11-12 04,10.7,0.162,48.2,4.9,3.7
2023-11-12 05,12.0,0.179,51.3,3.9,2.6
2023-11-12 06,12.1,0.178,52.0,3.3,2.2
2023-11-12 07,10.7,0.179,50.7,4.1,2.7
2023-11-12 08,15.2,0.172,43.2,3.8,2.6
2023-11-12 09,20.0,0.185,35.5,3.6,2.9
2023-11-12 10,22.5,0.227,30.1,3.9,3.1
2023-11-12 11,35.7,0.295,17.6,8.0,6.7
2023-11-12 12,44.8,0.333,12.3,7.4,6.2
2023-11-12 13,33.0,0.285,27.6,9.6,7.6
2023-11-12 14,25.3,0.245,38.3,12.8,9.0
2023-11-12 15,22.5,0.236,40.5,16.2,10.7
2023-11-12 16,30.8,0.256,34.7,20.7,13.7
2023-11-12 17,25.9,0.232,43.1,13.5,10.0
2023-11-12 18,42.1,0.307,21.8,20.0,17.4
2023-11-12 19,27.5,0.266,31.2,18.3,15.5
2023-11-12 20,14.6,0.188,48.7,8.3,6.2
2023-11-12 21,12.9,0.172,56.4,8.7,5.7
2023-11-12 22,12.4,0.175,57.8,11.2,6.2
2023-11-12 23,12.9,0.176,50.8,15.5,9.4
2023-11-13 00,10.9,0.165,52.6,18.6,11.9
2023-11-13 01,9.1,0.16,52.8,15.1,10.5
2023-11-13 02,9.1,0.157,53.4,11.2,8.1
2023-11-13 03,9.8,0.158,49.4,10.3,7.2
2023-11-13 04,12.2,0.159,44.5,12.5,8.2
2023-11-13 05,12.2,0.134,49.2,10.8,6.8
2023-11-13 06,19.3,0.147,45.1,12.7,7.3
2023-11-13 07,21.6,0.186,41.1,11.0,6.5
2023-11-13 08,20.61335561008719,0.186,41.978286192579375,8.9,4.2
2023-11-13 09,20.61335561008719,0.175,43.98410164262443,14.2,9.1
2023-11-13 10,20.61335561008719,0.167,46.0975415298217,12.7,5.1
2023-11-13 11,20.61335561008719,0.153,47.206714614811716,8.1,4.2
2023-11-13 12,15.2,0.139,46.4,10.7,6.2
2023-11-13 13,13.8,0.134,45.3,12.3,4.8
2023-11-13 14,15.2,0.133,42.7,9.5,3.4
2023-11-13 15,13.6,0.13,51.2,9.4,2.9
2023-11-13 16,16.6,0.152,54.8,6.2,2.5
2023-11-13 17,23.3,0.181,47.2,6.8,3.6
2023-11-13 18,18.1,0.188,53.3,8.3,4.4
2023-11-13 19,17.2,0.182,53.0,10.4,5.8
2023-11-13 20,19.4,0.19,48.1,11.0,6.5
2023-11-13 21,15.0,0.174,52.2,13.0,7.0
2023-11-13 22,11.0,0.163,56.4,13.4,7.5
2023-11-13 23,9.8,0.151,59.8,14.6,8.1
2023-11-14 00,7.7,0.146,62.4,15.8,8.3
2023-11-14 01,7.3,0.139,62.9,16.7,8.7
2023-11-14 02,7.0,0.139,62.5,15.8,8.7
2023-11-14 03,6.4,0.138,61.9,15.7,8.4
2023-11-14 04,9.0,0.14,57.8,15.5,8.1
2023-11-14 05,15.0,0.15,50.1,13.5,7.5
2023-11-14 06,19.5,0.164,47.2,13.7,7.5
2023-11-14 07,24.2,0.193,42.3,16.3,7.8
2023-11-14 08,20.9,0.189,45.1,17.0,7.4
2023-11-14 09,24.4,0.196,41.5,14.8,6.8
2023-11-14 10,25.4,0.206,40.4,14.3,6.8
2023-11-14 11,23.0,0.208,41.6,12.7,7.4
2023-11-14 12,20.7,0.195,49.1,13.7,9.2
2023-11-14 13,16.1,0.178,55.6,13.5,6.9
2023-11-14 14,15.7,0.166,58.8,8.7,4.7
2023-11-14 15,17.7,0.171,55.8,8.2,3.8
2023-11-14 16,18.4,0.176,57.0,6.1,3.1
2023-11-14 17,16.2,0.175,63.8,7.7,3.9
2023-11-14 18,18.5,0.184,60.5,8.8,4.7
2023-11-14 19,17.1,0.18,62.5,10.3,6.0
2023-11-14 20,12.1,0.17,65.6,14.0,7.7
2023-11-14 21,12.2,0.171,62.2,14.0,8.1
2023-11-14 22,9.8,0.163,62.4,15.0,7.9
2023-11-14 23,10.0,0.158,60.2,15.5,7.8
2023-11-15 00,11.0,0.159,55.3,15.0,7.6
2023-11-15 01,9.7,0.154,53.2,12.8,6.8
2023-11-15 02,7.3,0.144,56.7,14.6,7.1
2023-11-15 03,6.1,0.139,58.7,12.8,6.5
2023-11-15 04,9.9,0.148,53.0,11.3,5.9
2023-11-15 05,15.6,0.164,46.3,12.1,5.9
2023-11-15 06,22.8,0.171,40.3,12.7,6.3
2023-11-15 07,28.4,0.201,34.4,15.8,7.1
2023-11-15 08,27.3,0.216,34.3,20.2,8.3
2023-11-15 09,22.4,0.201,41.0,19.7,8.3
2023-11-15 10,17.4,0.182,49.9,16.56614280170741,9.3
2023-11-15 11,14.7,0.175,54.0,15.9,7.1
2023-11-15 12,12.4,0.165,57.6,16.0,6.9
2023-11-15 13,15.4,0.175,54.6,15.6,5.6
2023-11-15 14,18.2,0.185,48.6,17.0,6.1
2023-11-15 15,22.3,0.193,43.9,12.7,4.4
2023-11-15 16,32.5,0.235,31.4,10.8,5.3
2023-11-15 17,38.1,0.284,26.3,12.3,6.2
2023-11-15 18,38.9,0.295,28.1,13.2,6.8
2023-11-15 19,34.8,0.309,28.3,16.0,10.5
2023-11-15 20,33.2,0.278,27.3,17.3,12.3
2023-11-15 21,35.2,0.292,22.2,17.0,11.0
2023-11-15 22,33.1,0.302,19.2,16.0,11.0
2023-11-15 23,30.2,0.279,20.6,14.3,9.3
2023-11-16 00,31.3,0.275,17.7,14.9,10.0
2023-11-16 01,43.1,0.393,0.2,18.9,13.0
2023-11-16 02,40.7,0.395,0.1,21.0,15.0
2023-11-16 03,37.2,0.339,2.4,17.6,12.2
2023-11-16 04,33.6,0.288,1.9,15.8,11.1
2023-11-16 05,32.5,0.273,4.7,15.3,10.3
2023-11-16 06,41.0,0.276,1.2,13.4,9.4
2023-11-16 07,38.7,0.239,6.6,11.5,7.5
2023-11-16 08,42.4,0.247,8.8,14.0,7.5
2023-11-16 09,33.8,0.212,20.9,12.3,6.0
2023-11-16 10,25.9,0.202,33.5,11.2,5.3
2023-11-16 11,22.9,0.208,33.3,7.8,5.3
